               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.070715,            0.057978,           0.0096843,              0.2671,             0.52857,             0.31578,             0.11051,            0.069714,            0.035166,            0.010989,           0.0092575,           0.0092575,           0.0092575
                  17,            0.072838,            0.072866,            0.014395,              0.1887,             0.53095,             0.26677,            0.089662,            0.070849,            0.030245,           0.0079063,            0.009208,            0.009208,            0.009208
                  18,             0.07968,            0.077023,           0.0090523,             0.18079,               0.425,              0.2249,            0.071593,            0.083021,            0.030581,            0.007021,           0.0091585,           0.0091585,           0.0091585
                  19,            0.085806,            0.071523,           0.0069751,             0.27624,             0.45714,             0.28376,            0.093421,            0.076416,             0.02965,           0.0055508,            0.009109,            0.009109,            0.009109
                  20,            0.071349,            0.058123,           0.0076111,             0.14368,             0.41905,             0.14656,            0.053823,            0.081967,            0.028853,           0.0050766,           0.0090595,           0.0090595,           0.0090595
                  21,            0.079533,            0.058579,           0.0071614,             0.14368,             0.41905,             0.14656,            0.053823,            0.081967,            0.028853,           0.0050766,             0.00901,             0.00901,             0.00901
                  22,            0.079748,            0.066543,           0.0062452,             0.22837,             0.38571,             0.14231,            0.052504,            0.083408,            0.027362,           0.0048473,           0.0089605,           0.0089605,           0.0089605
                  23,            0.074091,            0.067813,           0.0072328,             0.29006,             0.47381,              0.2626,            0.086904,            0.079635,            0.025883,           0.0049553,            0.008911,            0.008911,            0.008911
                  24,            0.070502,            0.063564,           0.0092293,             0.30481,             0.43945,             0.26378,             0.08597,            0.076713,            0.024757,            0.005085,           0.0088615,           0.0088615,           0.0088615
                  25,            0.072193,            0.069047,           0.0055916,             0.44357,             0.52381,             0.36742,             0.14092,            0.075504,            0.025548,           0.0046326,            0.008812,            0.008812,            0.008812
                  26,            0.068155,            0.059513,           0.0058485,             0.27936,               0.525,              0.2531,              0.1121,            0.077529,            0.025069,            0.004245,           0.0087625,           0.0087625,           0.0087625
                  27,            0.078196,            0.069289,           0.0047449,             0.41116,              0.4453,             0.38099,             0.15815,            0.071171,            0.025445,           0.0043243,            0.008713,            0.008713,            0.008713
                  28,            0.068664,            0.075697,           0.0076179,             0.39841,             0.55902,             0.42773,             0.17459,            0.068182,            0.026331,           0.0038742,           0.0086635,           0.0086635,           0.0086635
                  29,            0.065439,            0.060931,           0.0052333,             0.39841,             0.55902,             0.42773,             0.17459,            0.068182,            0.026331,           0.0038742,            0.008614,            0.008614,            0.008614
                  30,             0.06076,            0.064794,           0.0047658,             0.40598,             0.57383,             0.46317,             0.17531,            0.063364,            0.026885,           0.0035313,           0.0085645,           0.0085645,           0.0085645
                  31,            0.059464,             0.05971,           0.0070091,             0.55827,             0.54286,             0.55477,             0.22397,            0.059492,            0.025774,           0.0032913,            0.008515,            0.008515,            0.008515
                  32,            0.061175,            0.067963,           0.0043001,             0.64467,             0.54405,             0.54887,             0.25813,            0.056218,            0.025234,           0.0030323,           0.0084655,           0.0084655,           0.0084655
                  33,            0.064208,            0.064352,           0.0042112,             0.41913,               0.607,             0.42813,             0.17101,            0.060527,            0.024813,            0.002924,            0.008416,            0.008416,            0.008416
                  34,            0.063101,            0.073379,           0.0038436,             0.41515,             0.65068,             0.52576,             0.24098,            0.062255,            0.024099,           0.0027664,           0.0083665,           0.0083665,           0.0083665
                  35,            0.060929,            0.065676,           0.0046077,             0.59086,             0.63986,             0.69296,             0.31805,            0.051207,            0.024817,           0.0026234,            0.008317,            0.008317,            0.008317
                  36,            0.054977,            0.083755,           0.0054811,             0.30758,             0.57857,             0.45633,             0.14738,             0.06109,            0.025109,           0.0023161,           0.0082675,           0.0082675,           0.0082675
                  37,            0.061951,            0.057221,           0.0039026,             0.30758,             0.57857,             0.45633,             0.14738,             0.06109,            0.025109,           0.0023161,            0.008218,            0.008218,            0.008218
                  38,            0.056717,            0.051619,           0.0053199,             0.33348,             0.59524,             0.47586,             0.16123,            0.062745,             0.02585,           0.0021196,           0.0081685,           0.0081685,           0.0081685
                  39,            0.054578,            0.051616,           0.0053825,             0.51897,              0.6131,             0.64763,             0.31448,            0.049617,            0.025637,            0.001972,            0.008119,            0.008119,            0.008119
                  40,            0.055484,            0.068737,           0.0037789,             0.47425,             0.62465,             0.62478,             0.28589,            0.048161,            0.024831,           0.0018503,           0.0080695,           0.0080695,           0.0080695
                  41,            0.054548,             0.06793,           0.0025737,             0.48769,             0.59643,             0.54685,             0.23307,             0.05171,            0.024012,           0.0016912,             0.00802,             0.00802,             0.00802
                  42,            0.055953,            0.058144,           0.0031029,             0.48325,             0.76548,             0.70144,             0.34342,            0.055855,            0.024035,           0.0016718,           0.0079705,           0.0079705,           0.0079705
                  43,            0.054086,            0.062246,           0.0030342,             0.38561,             0.79881,             0.49676,             0.25187,            0.049405,            0.023416,            0.001567,            0.007921,            0.007921,            0.007921
                  44,            0.050779,            0.054629,           0.0030482,             0.40822,             0.77351,             0.53516,             0.23819,             0.05031,            0.022474,           0.0015478,           0.0078715,           0.0078715,           0.0078715
                  45,            0.057988,            0.060732,           0.0039772,             0.40822,             0.77351,             0.53516,             0.23819,             0.05031,            0.022474,           0.0015478,            0.007822,            0.007822,            0.007822
                  46,            0.055256,            0.057823,           0.0038631,             0.37062,             0.76548,             0.52777,             0.22921,            0.052594,            0.021823,           0.0014556,           0.0077725,           0.0077725,           0.0077725
                  47,            0.049084,            0.053462,           0.0033171,             0.46157,             0.61067,             0.54226,             0.27307,            0.051488,            0.021554,           0.0013501,            0.007723,            0.007723,            0.007723
                  48,            0.048849,            0.045926,           0.0024006,             0.51659,             0.64762,             0.63841,             0.34914,            0.046606,            0.022109,           0.0013694,           0.0076735,           0.0076735,           0.0076735
                  49,            0.045447,            0.048364,           0.0056021,              0.4431,              0.6619,             0.56834,             0.28446,            0.049533,            0.023408,           0.0016874,            0.007624,            0.007624,            0.007624
                  50,            0.050851,             0.04799,           0.0034509,             0.46629,             0.83214,             0.62948,             0.30695,            0.048534,            0.023802,           0.0016722,           0.0075745,           0.0075745,           0.0075745
                  51,            0.051164,            0.059483,            0.003048,             0.62904,             0.64643,             0.68335,             0.32865,            0.049065,            0.024158,            0.001812,            0.007525,            0.007525,            0.007525
                  52,            0.050184,            0.045678,           0.0031573,             0.45186,             0.67976,             0.56681,             0.26514,            0.045467,            0.023451,           0.0018635,           0.0074755,           0.0074755,           0.0074755
                  53,            0.046511,             0.04608,           0.0040184,             0.45186,             0.67976,             0.56681,             0.26514,            0.045467,            0.023451,           0.0018635,            0.007426,            0.007426,            0.007426
                  54,            0.045374,             0.05519,           0.0036349,             0.45415,             0.69643,             0.55162,             0.25779,            0.047365,            0.022928,           0.0018093,           0.0073765,           0.0073765,           0.0073765
                  55,            0.044291,            0.069305,           0.0063725,              0.6385,             0.72919,             0.64177,             0.34177,            0.042629,            0.022294,           0.0017899,            0.007327,            0.007327,            0.007327
                  56,            0.045162,            0.063147,            0.002964,             0.68108,             0.67976,             0.72907,             0.37386,            0.042663,             0.02206,           0.0019463,           0.0072775,           0.0072775,           0.0072775
                  57,            0.045348,            0.049454,           0.0027785,             0.73473,             0.76099,             0.78621,             0.39271,            0.042075,              0.0224,           0.0019569,            0.007228,            0.007228,            0.007228
                  58,            0.045773,            0.056995,             0.00212,             0.60153,             0.72857,              0.6776,             0.30222,            0.044626,            0.022754,           0.0021477,           0.0071785,           0.0071785,           0.0071785
                  59,            0.045402,            0.044984,           0.0025674,             0.54466,             0.65917,             0.56086,             0.25804,            0.044374,            0.022778,           0.0021744,            0.007129,            0.007129,            0.007129
                  60,            0.040889,            0.044531,           0.0026901,             0.56937,             0.67857,             0.59091,             0.30772,            0.048774,            0.022648,           0.0020077,           0.0070795,           0.0070795,           0.0070795
                  61,            0.048778,            0.072199,           0.0030545,             0.56937,             0.67857,             0.59091,             0.30772,            0.048774,            0.022648,           0.0020077,             0.00703,             0.00703,             0.00703
                  62,            0.049929,             0.05569,           0.0028688,             0.48762,              0.6619,             0.58099,             0.28799,            0.051233,            0.022866,           0.0018936,           0.0069805,           0.0069805,           0.0069805
                  63,            0.045703,            0.054825,           0.0022355,             0.68935,             0.70417,             0.71548,             0.38188,            0.046162,            0.022846,           0.0018547,            0.006931,            0.006931,            0.006931
                  64,            0.045491,            0.056971,           0.0029336,             0.67719,             0.67945,             0.68281,             0.34707,            0.046373,             0.02233,           0.0018366,           0.0068815,           0.0068815,           0.0068815
                  65,            0.042936,            0.054772,           0.0017579,             0.77033,             0.64766,              0.7647,             0.38214,            0.040056,            0.022327,           0.0018106,            0.006832,            0.006832,            0.006832
                  66,             0.04722,            0.057341,           0.0029912,             0.84081,              0.6631,             0.78074,              0.3408,            0.044945,            0.021985,           0.0016409,           0.0067825,           0.0067825,           0.0067825
                  67,            0.044272,            0.049399,           0.0025469,             0.75431,             0.65361,              0.7222,             0.37179,            0.040842,            0.022292,           0.0016304,            0.006733,            0.006733,            0.006733
                  68,            0.044316,            0.044044,           0.0017526,             0.89732,             0.69643,             0.81194,             0.40335,            0.042545,            0.023046,           0.0015173,           0.0066835,           0.0066835,           0.0066835
                  69,            0.049071,            0.070926,           0.0022941,             0.89732,             0.69643,             0.81194,             0.40335,            0.042545,            0.023046,           0.0015173,            0.006634,            0.006634,            0.006634
                  70,            0.044211,            0.048321,           0.0022041,             0.81765,              0.6957,             0.78952,             0.37664,            0.045179,            0.023593,           0.0016264,           0.0065845,           0.0065845,           0.0065845
                  71,            0.041286,            0.046971,           0.0027548,             0.92541,             0.67857,             0.82547,             0.41926,            0.042296,            0.023876,           0.0016567,            0.006535,            0.006535,            0.006535
                  72,            0.039916,             0.05683,           0.0018658,             0.78718,             0.72463,             0.82858,             0.43468,            0.041119,            0.023426,           0.0015995,           0.0064855,           0.0064855,           0.0064855
                  73,            0.041579,            0.052412,           0.0020277,             0.73738,             0.73639,             0.78983,             0.44318,            0.040406,            0.023271,           0.0018299,            0.006436,            0.006436,            0.006436
                  74,            0.047066,            0.048274,           0.0016088,             0.52777,             0.68842,             0.60523,             0.23265,            0.047976,            0.024292,           0.0016476,           0.0063865,           0.0063865,           0.0063865
                  75,             0.04963,            0.059354,           0.0014053,             0.62751,             0.76429,             0.76511,             0.39933,            0.040247,            0.024998,           0.0014542,            0.006337,            0.006337,            0.006337
                  76,             0.04016,            0.048042,            0.001546,             0.47293,             0.77843,             0.66545,             0.32427,            0.042528,            0.024331,           0.0013832,           0.0062875,           0.0062875,           0.0062875
                  77,            0.042081,            0.053244,            0.001754,             0.47293,             0.77843,             0.66545,             0.32427,            0.042528,            0.024331,           0.0013832,            0.006238,            0.006238,            0.006238
                  78,             0.04274,            0.057802,           0.0023747,             0.46207,             0.76554,             0.64753,             0.32037,            0.041771,            0.024077,           0.0014303,           0.0061885,           0.0061885,           0.0061885
                  79,            0.037945,            0.051881,           0.0018445,              0.6234,             0.69949,             0.72142,             0.38704,             0.03878,            0.024069,           0.0013796,            0.006139,            0.006139,            0.006139
                  80,            0.038449,            0.054983,           0.0020469,             0.75092,             0.69405,              0.7659,             0.40824,            0.038095,            0.024144,             0.00142,           0.0060895,           0.0060895,           0.0060895
                  81,            0.036391,            0.053834,           0.0019114,             0.74581,              0.8146,             0.80042,             0.42125,            0.037339,            0.023615,           0.0012667,             0.00604,             0.00604,             0.00604
                  82,             0.03644,            0.053743,           0.0014045,             0.77894,             0.75468,             0.79233,             0.40275,            0.042949,            0.024099,           0.0012728,           0.0059905,           0.0059905,           0.0059905
                  83,            0.042134,            0.054566,            0.001323,             0.80885,             0.65959,             0.77198,             0.40692,            0.041132,            0.024638,           0.0013924,            0.005941,            0.005941,            0.005941
                  84,            0.041627,            0.049825,              0.0015,             0.58648,             0.72304,             0.74967,               0.414,            0.041028,            0.024792,           0.0013578,           0.0058915,           0.0058915,           0.0058915
                  85,            0.039592,            0.049721,            0.002555,             0.58648,             0.72304,             0.74967,               0.414,            0.041028,            0.024792,           0.0013578,            0.005842,            0.005842,            0.005842
                  86,            0.037905,            0.049633,           0.0013972,             0.79609,             0.59418,             0.72411,             0.41986,            0.040651,            0.024821,           0.0014044,           0.0057925,           0.0057925,           0.0057925
                  87,            0.037016,            0.048459,           0.0014911,             0.68615,             0.78914,             0.78458,             0.44839,            0.038431,            0.024056,           0.0014675,            0.005743,            0.005743,            0.005743
                  88,            0.034778,             0.04819,           0.0018466,             0.72278,             0.71591,             0.77752,             0.43593,            0.038313,             0.02364,           0.0014837,           0.0056935,           0.0056935,           0.0056935
                  89,            0.033632,            0.046231,           0.0016748,             0.69658,             0.71241,             0.75617,             0.44822,            0.037151,            0.023397,           0.0012768,            0.005644,            0.005644,            0.005644
                  90,            0.038193,            0.050231,           0.0033129,             0.68804,             0.79379,             0.79776,              0.4376,            0.038503,            0.022397,           0.0012313,           0.0055945,           0.0055945,           0.0055945
                  91,            0.038863,            0.051957,           0.0012153,              0.7404,             0.80456,             0.79329,             0.43529,            0.042141,            0.022388,           0.0011093,            0.005545,            0.005545,            0.005545
                  92,            0.039989,            0.051772,           0.0016222,             0.77777,             0.84079,             0.80445,             0.45668,            0.037814,             0.02191,           0.0010895,           0.0054955,           0.0054955,           0.0054955
                  93,            0.032456,            0.041946,           0.0017207,             0.77777,             0.84079,             0.80445,             0.45668,            0.037814,             0.02191,           0.0010895,            0.005446,            0.005446,            0.005446
                  94,            0.037458,            0.041714,            0.001534,             0.77619,             0.84355,              0.8014,             0.45041,            0.040877,             0.02187,           0.0011003,           0.0053965,           0.0053965,           0.0053965
                  95,            0.035732,            0.046141,           0.0022725,             0.77997,             0.86548,             0.83225,             0.45897,            0.037704,            0.021904,           0.0011055,            0.005347,            0.005347,            0.005347
                  96,            0.036958,            0.050393,           0.0012479,             0.75789,             0.86548,             0.82141,              0.4244,            0.038403,            0.021544,           0.0011292,           0.0052975,           0.0052975,           0.0052975
                  97,            0.037386,            0.049733,           0.0015508,             0.76914,             0.83214,             0.80576,             0.46125,             0.03819,            0.021791,           0.0010691,            0.005248,            0.005248,            0.005248
                  98,            0.039789,            0.055539,           0.0019987,              0.7495,              0.8481,             0.80955,             0.37524,            0.040504,            0.022467,            0.001158,           0.0051985,           0.0051985,           0.0051985
                  99,            0.035982,            0.042435,           0.0015378,             0.77703,             0.84417,             0.81676,             0.46322,            0.037084,            0.022492,           0.0012081,            0.005149,            0.005149,            0.005149
                 100,             0.03632,            0.043546,           0.0033772,             0.70832,             0.78214,             0.78767,             0.40223,            0.041149,            0.022687,           0.0011723,           0.0050995,           0.0050995,           0.0050995
                 101,            0.036385,            0.040085,           0.0013791,             0.70832,             0.78214,             0.78767,             0.40223,            0.041149,            0.022687,           0.0011723,             0.00505,             0.00505,             0.00505
                 102,            0.037551,            0.044128,           0.0010866,             0.66072,             0.83214,             0.77176,             0.39504,            0.042409,            0.022803,           0.0011422,           0.0050005,           0.0050005,           0.0050005
                 103,            0.034532,            0.042899,           0.0018892,             0.71418,             0.80997,             0.80271,             0.45911,            0.037935,              0.0229,           0.0011386,            0.004951,            0.004951,            0.004951
                 104,            0.035732,            0.053544,           0.0011687,             0.73721,             0.83054,             0.79724,              0.4518,            0.036779,            0.022682,           0.0010798,           0.0049015,           0.0049015,           0.0049015
                 105,            0.031172,            0.040048,           0.0012731,             0.72802,             0.84881,             0.79677,             0.44995,            0.037846,            0.022368,           0.0010259,            0.004852,            0.004852,            0.004852
                 106,            0.032264,            0.039573,           0.0036899,             0.78182,             0.85705,             0.81465,             0.46254,            0.039889,            0.022753,           0.0010614,           0.0048025,           0.0048025,           0.0048025
                 107,            0.037235,            0.049127,           0.0011955,             0.74258,             0.88214,             0.82465,             0.42948,             0.03873,             0.02285,           0.0010176,            0.004753,            0.004753,            0.004753
                 108,            0.036199,            0.042326,           0.0011678,             0.72888,             0.88214,             0.81781,             0.46871,            0.037677,            0.022923,          0.00095186,           0.0047035,           0.0047035,           0.0047035
                 109,            0.036303,            0.049503,           0.0011691,             0.72888,             0.88214,             0.81781,             0.46871,            0.037677,            0.022923,          0.00095186,            0.004654,            0.004654,            0.004654
                 110,            0.031465,             0.04269,          0.00080037,             0.69913,             0.86564,             0.81429,             0.45758,            0.038059,            0.023232,          0.00093937,           0.0046045,           0.0046045,           0.0046045
                 111,            0.030957,            0.042027,           0.0019463,             0.71563,             0.87156,             0.82666,             0.45048,             0.03783,            0.023068,          0.00096159,            0.004555,            0.004555,            0.004555
                 112,            0.034906,            0.044116,           0.0024471,             0.74785,             0.88214,             0.83233,             0.40711,            0.039195,            0.023375,           0.0009552,           0.0045055,           0.0045055,           0.0045055
                 113,            0.033139,            0.044723,           0.0028195,             0.75126,             0.84767,             0.80965,             0.44269,            0.036685,             0.02285,          0.00090208,            0.004456,            0.004456,            0.004456
                 114,            0.032723,            0.046875,           0.0031153,             0.78442,             0.83214,             0.81944,             0.40382,             0.04142,            0.022946,          0.00087223,           0.0044065,           0.0044065,           0.0044065
                 115,            0.035089,            0.044059,           0.0014712,             0.82407,             0.82814,             0.82522,              0.4595,            0.035618,             0.02264,          0.00090904,            0.004357,            0.004357,            0.004357
                 116,            0.032417,            0.045997,           0.0013889,             0.77508,             0.84814,             0.81922,             0.41595,            0.040531,            0.023096,          0.00092678,           0.0043075,           0.0043075,           0.0043075
                 117,            0.036067,            0.050627,           0.0018799,             0.77508,             0.84814,             0.81922,             0.41595,            0.040531,            0.023096,          0.00092678,            0.004258,            0.004258,            0.004258
                 118,            0.034154,            0.043571,           0.0011752,              0.7819,             0.84881,              0.8231,             0.41692,            0.040696,            0.023072,          0.00094948,           0.0042085,           0.0042085,           0.0042085
                 119,            0.032501,            0.041937,           0.0019976,             0.82036,             0.83214,             0.82429,              0.4556,            0.035498,            0.022826,          0.00087347,            0.004159,            0.004159,            0.004159
                 120,            0.028394,            0.041597,           0.0012789,              0.7949,             0.84881,             0.83441,             0.47303,            0.034536,            0.023046,          0.00083561,           0.0041095,           0.0041095,           0.0041095
                 121,            0.028947,            0.036776,           0.0012648,             0.79454,             0.83214,             0.83221,             0.47714,             0.03446,            0.023179,          0.00082531,             0.00406,             0.00406,             0.00406
                 122,            0.032774,             0.04528,            0.001451,             0.79175,             0.79762,             0.82108,             0.43184,            0.037703,             0.02352,          0.00081921,           0.0040105,           0.0040105,           0.0040105
                 123,            0.033199,            0.049644,           0.0011957,             0.80055,             0.83676,             0.82976,             0.46724,            0.035614,            0.023865,          0.00082197,            0.003961,            0.003961,            0.003961
                 124,            0.031939,            0.044315,           0.0011975,             0.77897,             0.83112,             0.82819,             0.44236,             0.03718,            0.023828,          0.00089149,           0.0039115,           0.0039115,           0.0039115
                 125,            0.034121,            0.047443,            0.001207,             0.77897,             0.83112,             0.82819,             0.44236,             0.03718,            0.023828,          0.00089149,            0.003862,            0.003862,            0.003862
                 126,            0.035725,            0.045265,           0.0012562,             0.76237,             0.75999,             0.80224,             0.43182,            0.037568,            0.024018,          0.00091686,           0.0038125,           0.0038125,           0.0038125
                 127,            0.031271,            0.042559,           0.0011437,             0.75659,             0.83818,             0.81505,             0.43488,            0.036493,            0.023777,          0.00091305,            0.003763,            0.003763,            0.003763
                 128,            0.029843,            0.045438,           0.0025152,             0.77693,             0.79762,             0.80391,              0.4511,            0.035582,            0.023831,          0.00090685,           0.0037135,           0.0037135,           0.0037135
                 129,            0.031335,            0.037899,           0.0011193,             0.77011,             0.83095,             0.80825,             0.46091,            0.036335,            0.024017,          0.00089741,            0.003664,            0.003664,            0.003664
                 130,            0.030946,            0.049722,           0.0010224,             0.78286,             0.81429,             0.81244,             0.44551,             0.03692,            0.023276,           0.0008894,           0.0036145,           0.0036145,           0.0036145
                 131,             0.02907,            0.043381,          0.00080675,              0.7878,             0.83095,             0.81041,             0.45013,            0.036001,            0.023838,          0.00088224,            0.003565,            0.003565,            0.003565
                 132,            0.031837,            0.049799,           0.0015035,             0.76743,             0.83095,             0.80317,             0.44091,            0.036922,            0.024348,           0.0008708,           0.0035155,           0.0035155,           0.0035155
                 133,             0.02631,            0.038342,            0.001015,             0.76743,             0.83095,             0.80317,             0.44091,            0.036922,            0.024348,           0.0008708,            0.003466,            0.003466,            0.003466
                 134,            0.026852,            0.044661,           0.0009691,             0.77303,              0.8302,              0.7915,             0.42492,            0.037096,            0.024452,          0.00087852,           0.0034165,           0.0034165,           0.0034165
                 135,            0.027681,            0.043558,          0.00096907,             0.80129,             0.80686,             0.80549,             0.44864,             0.03602,            0.024467,          0.00091076,            0.003367,            0.003367,            0.003367
                 136,            0.028415,            0.050197,            0.002053,             0.77596,             0.78977,             0.79831,             0.43542,            0.037284,            0.024536,            0.000947,           0.0033175,           0.0033175,           0.0033175
                 137,            0.028598,            0.035025,           0.0013287,             0.74958,             0.79796,             0.79825,             0.43262,            0.036677,            0.024329,           0.0010283,            0.003268,            0.003268,            0.003268
                 138,            0.031348,            0.037608,           0.0010278,              0.7487,             0.79762,             0.78118,             0.43707,            0.036858,            0.024808,           0.0010866,           0.0032185,           0.0032185,           0.0032185
                 139,            0.029122,            0.036825,           0.0012364,             0.76786,             0.76429,             0.79401,             0.42026,            0.038102,            0.025092,           0.0010952,            0.003169,            0.003169,            0.003169
                 140,            0.028982,            0.043913,          0.00090643,              0.7495,             0.78334,             0.79149,             0.42278,            0.036007,            0.025029,           0.0010937,           0.0031195,           0.0031195,           0.0031195
                 141,            0.029829,            0.038228,           0.0011555,              0.7495,             0.78334,             0.79149,             0.42278,            0.036007,            0.025029,           0.0010937,             0.00307,             0.00307,             0.00307
                 142,            0.029241,             0.04065,          0.00097417,             0.73674,             0.78206,             0.79217,             0.42343,            0.036114,            0.025076,           0.0010302,           0.0030205,           0.0030205,           0.0030205
                 143,            0.026822,            0.037289,          0.00087975,             0.75112,             0.77929,             0.79496,             0.43461,            0.036083,            0.024898,          0.00098572,            0.002971,            0.002971,            0.002971
                 144,            0.028303,            0.037602,           0.0011402,             0.73227,             0.78095,             0.79171,              0.4479,            0.035687,            0.025118,          0.00096321,           0.0029215,           0.0029215,           0.0029215
                 145,            0.027345,            0.040411,           0.0013485,             0.75668,             0.78797,             0.79594,             0.45686,            0.034904,            0.024821,          0.00086288,            0.002872,            0.002872,            0.002872
                 146,            0.028015,            0.045762,           0.0011408,             0.74676,             0.78911,             0.79402,             0.43509,            0.035934,            0.024886,          0.00084105,           0.0028225,           0.0028225,           0.0028225
                 147,            0.029363,            0.055672,           0.0019227,             0.78029,             0.75745,              0.7943,             0.45898,            0.036038,            0.024907,          0.00080566,            0.002773,            0.002773,            0.002773
                 148,            0.028193,            0.038123,           0.0014457,             0.83583,             0.74067,             0.79622,             0.44325,            0.035055,            0.024789,          0.00078087,           0.0027235,           0.0027235,           0.0027235
                 149,            0.027318,            0.041696,           0.0011152,             0.83583,             0.74067,             0.79622,             0.44325,            0.035055,            0.024789,          0.00078087,            0.002674,            0.002674,            0.002674
                 150,            0.025987,            0.038356,           0.0013462,             0.79515,             0.74762,             0.79463,             0.43365,            0.035686,            0.024922,           0.0007822,           0.0026245,           0.0026245,           0.0026245
                 151,            0.028142,            0.040615,            0.001459,             0.83388,             0.74342,             0.80136,             0.46583,            0.034348,            0.024948,          0.00078068,            0.002575,            0.002575,            0.002575
                 152,            0.028344,             0.04946,           0.0010791,             0.83351,             0.74432,             0.79941,             0.47994,            0.033886,            0.024939,          0.00076847,           0.0025255,           0.0025255,           0.0025255
                 153,            0.026954,            0.037216,          0.00084766,             0.83307,             0.74762,             0.79866,             0.45633,            0.033845,            0.025197,          0.00078888,            0.002476,            0.002476,            0.002476
                 154,            0.027953,            0.036412,          0.00087125,             0.83501,             0.73889,             0.79235,             0.46677,             0.03564,            0.025727,          0.00079794,           0.0024265,           0.0024265,           0.0024265
                 155,             0.02813,            0.040259,          0.00078094,              0.8273,             0.73095,             0.78646,             0.46122,            0.034707,            0.026415,          0.00082331,            0.002377,            0.002377,            0.002377
                 156,            0.028547,            0.034297,          0.00097296,             0.81763,             0.73095,             0.79283,             0.46981,            0.035108,            0.026293,          0.00083647,           0.0023275,           0.0023275,           0.0023275
                 157,            0.027088,            0.041508,           0.0010175,             0.81763,             0.73095,             0.79283,             0.46981,            0.035108,            0.026293,          0.00083647,            0.002278,            0.002278,            0.002278
                 158,            0.027532,             0.03842,          0.00087195,             0.74603,             0.78095,             0.79879,             0.47244,            0.035226,            0.026345,          0.00084419,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02729,            0.042063,          0.00083046,             0.82819,             0.72089,             0.79822,             0.47012,            0.034987,            0.026601,          0.00086546,            0.002179,            0.002179,            0.002179
                 160,            0.026241,            0.035885,          0.00078005,             0.74336,             0.81429,             0.79487,             0.46282,            0.034647,            0.026522,           0.0008399,           0.0021295,           0.0021295,           0.0021295
